"ID","ACC"
"Os.25316.2.S1_x_at","Os03g0773600"
"Os.25316.3.S1_at","Os.25316.3.S1_at"
"Os.25317.1.S1_at","Os03g0725100"
"Os.25318.1.A1_at","Os.25318.1.A1_at"
"Os.25319.1.S1_at","Os.25319.1.S1_at"
"Os.25324.1.A1_at","Os08g0224300"
"Os.25324.2.S1_at","Os.25324.2.S1_at"
"Os.25325.1.A1_at","Os06g0705500"
"Os.25327.1.A1_at","Os.25327.1.A1_at"
"Os.25329.1.A1_at","Os12g0630100"
"Os.25330.1.S1_at","Os10g0183000"
"Os.25330.2.S1_at","Os10g0183000"
"Os.2534.1.S1_at","Os10g0491900"
"Os.25340.1.A1_at","Os06g0334100"
"Os.25344.1.A1_at","Os.25344.1.A1_at"
"Os.25345.1.S1_x_at","Os06g0661700"
"Os.25345.2.S1_at","Os06g0661700"
"Os.25348.1.S1_at","Os02g0610700"
"Os.25355.1.A1_at","Os.25355.1.A1_at"
"Os.25362.1.A1_at","Os04g0398000"
"Os.25367.1.A1_at","Os.25367.1.A1_at"
"Os.25368.1.S1_at","Os05g0178400"
"Os.25370.1.S1_at","Os05g0568000"
"Os.25372.1.S1_at","Os05g0512400"
"Os.25373.1.S1_at","Os07g0641600"
"Os.25378.1.S1_at","Os08g0162400"
"Os.25378.2.A1_at","Os.25378.2.A1_at"
"Os.25379.1.A1_at","Os.25379.1.A1_at"
"Os.25382.1.A1_at","Os.25382.1.A1_at"
"Os.25385.1.S1_at","Os.25385.1.S1_at"
"Os.25394.1.A1_at","Os05g0381700"
"Os.25396.1.S1_at","Os03g0264700"
"Os.25397.1.A1_at","Os.25397.1.A1_at"
"Os.2540.1.S1_at","Os10g0492800"
"Os.25400.1.S1_at","Os09g0314400"
"Os.25401.1.S1_s_at","Os08g0288500"
"Os.25401.2.S1_at","Os.25401.2.S1_at"
"Os.25403.1.S1_at","Os04g0311100"
"Os.25404.1.A1_at","Os09g0561600"
"Os.25406.1.A1_at","Os.25406.1.A1_at"
"Os.25407.1.S1_at","Os04g0317500"
"Os.25409.1.S1_at","Os06g0662550"
"Os.25409.1.S1_x_at","Os06g0662550"
"Os.25411.1.A1_at","Os08g0561000"
"Os.25414.1.S1_at","Os07g0490500"
"Os.25415.1.A1_at","Os.25415.1.A1_at"
"Os.25415.1.A1_s_at","Os12g0501700"
"Os.25416.1.A1_at","Os.25416.1.A1_at"
"Os.25420.1.S1_at","Os12g0262100"
"Os.25428.1.S1_at","Os01g0762400"
"Os.25432.1.S1_at","Os02g0328300"
"Os.25436.1.S1_at","Os08g0151400"
"Os.25438.1.A1_at","Os.25438.1.A1_at"
"Os.25439.1.S1_at","Os10g0205200"
"Os.25439.2.S1_at","Os10g0205200"
"Os.25439.2.S1_x_at","Os10g0205200"
"Os.2544.1.S1_s_at","Os10g0492600"
"Os.25440.1.S1_at","Os02g0119700"
"Os.25440.1.S1_x_at","Os02g0119700"
"Os.25441.1.S1_a_at","Os01g0133500"
"Os.25442.1.S1_at","Os03g0806400"
"Os.25444.1.S1_at","Os02g0781000"
"Os.25447.1.S1_at","Os05g0588800"
"Os.25447.2.S1_at","Os05g0588800"
"Os.25448.1.A1_at","Os01g0513500"
"Os.25449.1.S1_at","Os07g0425000"
"Os.25452.1.S1_s_at","Os.25452.1.S1_s_at"
"Os.25453.1.A1_at","Os03g0764600"
"Os.25454.1.S1_at","Os11g0540100"
"Os.25461.1.S1_at","Os03g0662000"
"Os.25462.1.S1_at","Os03g0850000"
"Os.25466.1.S1_at","Os.25466.1.S1_at"
"Os.25469.1.S1_at","Os02g0698100"
"Os.25470.1.S1_at","Os01g0380800"
"Os.25471.1.S1_at","Os01g0604700"
"Os.25471.1.S1_x_at","Os01g0604700"
"Os.25471.2.S1_x_at","Os01g0604700"
"Os.25475.1.S1_at","Os12g0634400"
"Os.25477.1.S1_at","Os05g0429000"
"Os.25479.1.S1_at","Os09g0521900"
"Os.25481.1.S1_at","Os07g0602100"
"Os.25486.1.S1_at","Os01g0768200"
"Os.25488.1.S1_at","Os05g0194600"
"Os.25491.1.S1_at","Os11g0552600"
"Os.25492.1.S1_at","Os02g0557600"
"Os.25494.1.S1_at","Os05g0352800"
"Os.25495.1.S1_at","Os01g0594900"
"Os.25496.1.S1_at","Os11g0181800"
"Os.25497.1.S1_at","Os.25497.1.S1_at"
"Os.25497.1.S1_x_at","Os.25497.1.S1_x_at"
"Os.2550.1.S1_at","Os10g0492200"
"Os.25500.1.S1_at","Os.25500.1.S1_at"
"Os.25501.1.S1_at","Os05g0153200"
"Os.25507.1.S1_at","Os07g0260300"
"Os.25509.1.S1_at","Os.25509.1.S1_at"
"Os.25510.1.S1_at","Os08g0152700"
"Os.25513.1.S1_at","Os01g0519700"
"Os.25514.1.S1_at","Os.25514.1.S1_at"
"Os.25515.1.S1_s_at","Os.25515.1.S1_s_at"
"Os.25518.1.S1_at","Os03g0746800"
"Os.25521.1.S1_at","Os10g0345600"
"Os.25521.2.S1_at","Os10g0345701"
"Os.25521.2.S1_x_at","Os10g0345701"
"Os.25524.1.S1_at","Os04g0525900"
"Os.25526.1.S1_at","Os09g0103200"
"Os.25527.1.S1_at","Os.25527.1.S1_at"
"Os.25528.1.A1_at","Os06g0638900"
"Os.25529.1.S1_at","Os05g0519600"
"Os.25530.1.S1_at","Os04g0514500"
"Os.25530.1.S2_at","Os04g0514500"
"Os.25531.1.S1_at","Os04g0359100"
"Os.25532.1.S1_a_at","Os03g0725400"
"Os.25535.1.S1_at","Os03g0829100"
"Os.25539.1.S1_at","Os.25539.1.S1_at"
"Os.25542.1.S1_at","Os03g0646800"
"Os.25543.1.S1_at","Os05g0294600"
"Os.25544.1.S1_at","Os07g0294800"
"Os.25545.1.S1_at","Os07g0490700"
"Os.25546.1.S1_at","Os01g0707500"
"Os.25547.1.S1_at","Os.25547.1.S1_at"
"Os.25548.1.A1_at","Os01g0859500"
"Os.25548.1.A1_x_at","Os01g0859500"
"Os.25553.1.A1_at","Os.25553.1.A1_at"
"Os.25556.1.S1_at","Os08g0371200"
"Os.25556.1.S1_x_at","Os08g0371200"
"Os.25557.1.S1_at","Os06g0676000"
"Os.25559.1.S1_at","Os12g0204500"
"Os.25560.1.S1_at","Os02g0644400"
"Os.25561.1.S1_at","Os05g0292800"
"Os.25562.1.S1_at","Os05g0556400"
"Os.25564.1.S1_at","Os02g0696500"
"Os.25566.1.S1_at","Os07g0111600"
"Os.25567.1.S1_at","Os01g0655300"
"Os.25568.1.S1_at","Os.25568.1.S1_at"
"Os.25569.1.S1_at","Os07g0656400"
"Os.25570.1.S1_at","Os12g0210400"
"Os.25571.1.S1_at","Os08g0171216"
"Os.25572.1.S1_at","Os02g0575800"
"Os.25573.1.S1_a_at","Os10g0324600"
"Os.25574.1.A1_at","Os11g0544000"
"Os.25578.1.S1_at","Os07g0538000"
"Os.2558.1.S1_a_at","Os10g0479700"
"Os.25587.1.S1_at","Os04g0668900"
"Os.25587.1.S1_s_at","Os04g0668900"
"Os.25587.2.S1_at","Os03g0847500"
"Os.25587.3.S1_x_at","Os04g0668900"
"Os.25588.1.S1_a_at","Os07g0629000"
"Os.25588.2.S1_x_at","Os07g0629000"
"Os.25589.1.S1_at","Os11g0444700"
"Os.25589.2.S1_at","Os11g0444800"
"Os.25589.3.S1_at","Os11g0444900"
"Os.25589.3.S1_x_at","Os11g0444900"
"Os.25590.1.S1_at","Os01g0938100"
"Os.25594.1.S1_at","Os.25594.1.S1_at"
"Os.25596.1.A1_x_at","Os.25596.1.A1_x_at"
"Os.25596.1.S1_at","Os.25596.1.S1_at"
"Os.25597.1.S1_at","Os02g0164900"
"Os.25599.1.A1_at","Os08g0536300"
"Os.256.1.S1_at","Os.256.1.S1_at"
"Os.25602.1.S1_x_at","Os05g0414501"
"Os.25606.1.S1_at","Os09g0417600"
"Os.25613.1.A1_at","Os02g0148000"
"Os.25613.1.A1_s_at","Os02g0148000"
"Os.25614.1.S1_at","Os06g0111800"
"Os.25619.1.S1_at","Os05g0438600"
"Os.2562.1.S1_at","Os10g0478900"
"Os.25621.1.A1_at","Os12g0268100"
"Os.25621.2.S1_at","Os12g0268000"
"Os.25624.1.S1_at","Os10g0577900"
"Os.25625.1.S1_at","Os02g0252100"
"Os.25626.1.S1_at","Os07g0202100"
"Os.25634.1.S1_at","Os12g0638700"
"Os.25636.1.S1_at","Os11g0701100"
"Os.25639.1.S1_at","Os04g0352400"
"Os.25640.1.S1_at","Os07g0563600"
"Os.25647.1.S1_at","Os08g0500000"
"Os.25651.1.S1_at","Os01g0371200"
"Os.25677.1.S1_at","Os03g0401300"
"Os.25677.1.S2_at","Os.25677.1.S2_at"
"Os.25687.1.S1_at","Os02g0627100"
"Os.25687.1.S1_x_at","Os02g0627100"
"Os.25696.2.S1_x_at","Os07g0243200"
"Os.257.1.S1_at","Os04g0690100"
"Os.25731.1.S1_at","Os03g0123100"
"Os.25734.2.S1_a_at","Os04g0418800"
"Os.25736.1.S1_at","Os09g0491772"
"Os.25740.1.S1_at","Os07g0629500"
"Os.25748.1.S1_at","Os.25748.1.S1_at"
"Os.25748.1.S1_x_at","Os.25748.1.S1_x_at"
"Os.25752.1.S1_at","Os11g0572100"
"Os.25753.1.S1_at","Os06g0468400"
"Os.25754.1.A1_at","Os.25754.1.A1_at"
"Os.25754.2.S1_at","Os.25754.2.S1_at"
"Os.25754.2.S1_x_at","Os.25754.2.S1_x_at"
"Os.25771.1.S1_at","Os01g0870300"
"Os.25780.1.S1_s_at","Os04g0648800"
"Os.25795.1.S1_s_at","Os04g0338000"
"Os.2580.1.S1_at","Os10g0472400"
"Os.25806.1.S1_at","Os02g0794600"
"Os.25806.1.S1_s_at","Os02g0794600"
"Os.25811.1.S1_at","Os12g0133050"
"Os.25822.1.S1_at","Os.25822.1.S1_at"
"Os.25825.1.S1_at","Os03g0352300"
"Os.25846.1.S1_at","Os02g0178600"
"Os.25849.1.S1_x_at","Os01g0894600"
"Os.25849.3.S1_x_at","Os01g0894600"
"Os.25866.1.S1_x_at","Os07g0250300"
"Os.25866.2.S1_at","Os07g0250300"
"Os.25870.2.S1_a_at","Os02g0221600"
"Os.25899.1.S1_a_at","Os01g0709500"
"Os.25899.2.S1_s_at","Os01g0709500"
"Os.25910.1.S1_at","Os11g0470600"
"Os.25910.1.S1_s_at","Os11g0470600"
"Os.2594.1.S1_at","Os10g0503700"
"Os.25952.1.S1_at","Os.25952.1.S1_at"
"Os.25955.1.S1_at","Os11g0550800"
"Os.25963.1.S1_at","Os03g0638400"
"Os.25964.1.S1_a_at","Os01g0279200"
"Os.25964.1.S2_a_at","Os01g0279200"
"Os.2597.1.S1_at","Os10g0503600"
"Os.25983.1.S1_a_at","Os03g0278300"
"Os.25983.1.S2_at","Os03g0278300"
"Os.25984.1.S1_at","Os03g0210600"
"Os.25986.1.S1_a_at","Os03g0227300"
"Os.25986.1.S2_at","Os.25986.1.S2_at"
"Os.25986.3.S1_x_at","Os03g0227300"
"Os.2599.1.S1_at","Os10g0502900"
"Os.25998.1.S1_at","Os.25998.1.S1_at"
"Os.26004.1.S1_a_at","Os02g0478050"
"Os.26004.1.S1_x_at","Os02g0478050"
"Os.26004.2.S1_at","Os02g0478050"
"Os.26004.3.S1_x_at","Os02g0478050"
"Os.26004.4.S1_x_at","Os02g0478050"
"Os.2601.1.S1_at","Os10g0503100"
"Os.26016.1.S1_at","Os02g0768200"
"Os.26032.1.S1_at","Os03g0423850"
"Os.26040.1.S1_at","Os03g0843400"
"Os.26043.1.S1_at","Os03g0352400"
"Os.26047.1.S1_at","Os08g0504400"
"Os.26047.1.S1_x_at","Os08g0504400"
"Os.26047.2.S1_at","Os08g0504400"
"Os.26047.2.S1_s_at","Os08g0504400"
"Os.26049.1.S1_at","Os08g0377400"
"Os.26049.1.S2_at","Os08g0377400"
"Os.26054.1.S1_at","Os.26054.1.S1_at"
"Os.26054.1.S1_s_at","Os01g0575200"
"Os.26059.1.S1_at","Os03g0323600"
"Os.26059.1.S1_s_at","Os03g0323600"
"Os.26059.1.S1_x_at","Os03g0323600"
"Os.2606.1.S1_at","Os.2606.1.S1_at"
"Os.2606.1.S1_x_at","Os.2606.1.S1_x_at"
"Os.26062.1.S1_a_at","Os02g0827200"
"Os.26063.1.S1_at","Os11g0262600"
"Os.26079.1.S1_at","Os02g0739400"
"Os.26082.1.S1_s_at","Os02g0258200"
"Os.26088.1.A1_x_at","Os08g0503000"
"Os.26109.1.S1_x_at","Os.26109.1.S1_x_at"
"Os.2611.1.S1_a_at","Os10g0504600"
"Os.2612.1.S1_at","Os10g0528300"
"Os.2613.1.S1_at","Os12g0210200"
"Os.26133.1.S1_at","Os02g0705400"
"Os.2614.1.S1_at","Os03g0135300"
"Os.26146.1.S1_at","Os.26146.1.S1_at"
"Os.2615.1.S1_at","Os03g0102500"
"Os.26151.1.S1_s_at","Os01g0872500"
"Os.26152.1.S1_a_at","Os01g0629900"
"Os.26152.1.S1_at","Os01g0629900"
"Os.26152.2.S1_x_at","Os01g0629900"
"Os.2616.1.S1_at","Os11g0102600"
"Os.26164.1.S1_at","Os.26164.1.S1_at"
"Os.2617.2.S1_a_at","Os06g0701700"
"Os.26171.1.S1_at","Os08g0357000"
"Os.2618.1.S1_at","Os01g0675100"
"Os.2619.1.S1_at","Os01g0510100"
"Os.2620.1.S1_at","Os06g0508700"
"Os.26206.1.S1_at","Os03g0773800"
"Os.2622.1.S1_at","Os03g0160100"
"Os.26226.1.S1_at","Os02g0120100"
"Os.2623.1.S1_at","Os01g0851700"
"Os.26261.1.S1_at","Os01g0876400"
"Os.26271.1.A1_s_at","Os01g0900900"
"Os.26282.1.S1_at","Os01g0771000"
"Os.26297.1.S1_at","Os01g0877600"
"Os.26297.2.S1_at","Os01g0877450"
"Os.26297.3.S1_s_at","Os01g0877600"
"Os.26297.3.S1_x_at","Os01g0877600"
"Os.26323.1.S1_at","Os.26323.1.S1_at"
"Os.26343.1.S1_at","Os06g0318700"
"Os.26349.1.S1_at","Os04g0528100"
"Os.26352.1.S1_at","Os02g0576600"
"Os.26353.1.S1_at","Os12g0641400"
"Os.26353.1.S2_a_at","Os12g0145900"
"Os.26354.1.S1_a_at","Os07g0498800"
"Os.26354.2.S1_x_at","Os07g0498800"
"Os.26355.1.S1_at","Os01g0908500"
"Os.26357.1.S1_at","Os12g0541400"
"Os.26358.1.S1_x_at","Os09g0133800"
"Os.26358.2.S1_at","Os09g0133800"
"Os.26359.1.S1_a_at","Os02g0775400"
"Os.26359.2.S1_x_at","Os03g0344100"
"Os.26359.3.S1_at","Os03g0344100"
"Os.26360.1.S1_at","Os03g0637900"
"Os.26362.1.S1_at","Os01g0767000"
"Os.26364.1.S1_at","Os12g0640900"
"Os.26365.1.S1_at","Os01g0859600"
"Os.26366.1.S1_at","Os12g0596800"
"Os.26367.1.S1_at","Os01g0801600"
"Os.26369.1.S1_at","Os02g0148300"
"Os.26372.1.S1_s_at","Os02g0598300"
"Os.26376.1.S1_at","Os03g0108700"
"Os.26376.2.S1_at","Os.26376.2.S1_at"
"Os.26377.1.S1_at","Os01g0823900"
"Os.26378.1.A1_at","Os10g0546300"
"Os.26380.1.S1_at","Os.26380.1.S1_at"
"Os.26380.2.S1_x_at","Os01g0757600"
"Os.26381.1.S1_x_at","Os07g0479100"
"Os.26381.3.S1_x_at","Os05g0506200"
"Os.26381.5.S1_at","Os.26381.5.S1_at"
"Os.26382.1.S1_at","Os05g0218400"
"Os.26384.1.S1_at","Os09g0465600"
"Os.26386.1.S1_a_at","Os04g0665800"
"Os.26388.3.S1_x_at","Os01g0893400"
"Os.26392.1.S1_at","Os06g0140800"
"Os.26393.1.S1_at","Os06g0704700"
"Os.26397.1.S1_at","Os06g0601000"
"Os.26399.1.S1_at","Os02g0731200"
"Os.264.1.S1_at","Os04g0689000"
"Os.26406.1.S1_at","Os03g0126000"
"Os.26406.2.S1_x_at","Os03g0126000"
"Os.26408.1.S1_x_at","Os02g0822500"
"Os.26408.1.S2_at","Os02g0822500"
"Os.26408.3.S1_x_at","Os02g0822500"
"Os.26409.1.S1_a_at","Os11g0141000"
"Os.26409.2.S1_s_at","Os11g0141000"
"Os.26409.3.S1_s_at","Os11g0141000"
"Os.26411.1.A1_at","Os08g0374600"
"Os.26411.2.A1_at","Os08g0374701"
"Os.26411.2.A1_x_at","Os08g0374701"
"Os.26417.1.S1_at","Os.26417.1.S1_at"
"Os.26422.1.S1_s_at","Os01g0140500"
"Os.26422.1.S1_x_at","Os01g0140500"
"Os.26430.1.A1_at","Os12g0169300"
"Os.26431.1.A1_a_at","Os01g0751300"
"Os.26432.1.S1_at","Os03g0748400"
"Os.26433.1.S1_at","Os01g0916800"
"Os.26434.1.S1_at","Os07g0592300"
"Os.26435.1.A1_at","Os05g0506300"
"Os.26436.1.S1_at","Os.26436.1.S1_at"
"Os.26437.1.A1_at","Os12g0601800"
"Os.26437.1.A1_s_at","Os12g0601800"
"Os.26438.1.S1_at","Os02g0672700"
"Os.26439.1.S1_at","Os07g0185800"
"Os.26440.1.S1_at","Os03g0215700"
"Os.26441.1.S1_at","Os11g0683500"
"Os.26441.1.S1_s_at","Os11g0683500"
"Os.26441.2.S1_at","Os11g0683500"
"Os.26442.1.S1_at","Os08g0328300"
"Os.26443.1.S1_at","Os01g0961200"
"Os.26444.1.S1_at","Os11g0181100"
"Os.26445.1.A1_at","Os.26445.1.A1_at"
"Os.26445.2.S1_at","Os.26445.2.S1_at"
"Os.26446.1.S1_a_at","Os03g0715500"
"Os.26446.1.S1_at","Os03g0715500"
"Os.26446.2.S1_at","Os03g0715500"
"Os.26447.1.A1_at","Os01g0674800"
"Os.26448.1.A1_at","Os03g0178100"
"Os.26449.1.S1_at","Os01g0186200"
"Os.26452.1.A1_at","Os06g0188000"
"Os.26453.1.S1_at","Os.26453.1.S1_at"
"Os.26453.1.S1_s_at","Os07g0264100"
"Os.26453.2.S1_x_at","Os07g0264100"
"Os.26455.1.S1_at","Os.26455.1.S1_at"
"Os.26455.2.S1_s_at","Os.26455.2.S1_s_at"
"Os.26458.1.A1_at","Os04g0682100"
"Os.26459.1.A1_s_at","Os.26459.1.A1_s_at"
"Os.26460.1.S1_a_at","Os01g0511600"
"Os.26460.2.S1_x_at","Os01g0511600"
"Os.26461.1.S1_at","Os06g0701200"
"Os.26468.1.S1_at","Os03g0359100"
"Os.26468.1.S2_at","Os03g0359100"
"Os.26469.1.S1_at","Os03g0773000"
"Os.26470.2.A1_x_at","Os01g0978000"
"Os.26471.1.S1_at","Os10g0544500"
"Os.26471.2.S1_x_at","Os10g0544500"
"Os.26472.1.S1_at","Os04g0482300"
"Os.26473.1.S1_at","Os08g0472600"
"Os.26475.1.S1_at","Os03g0788800"
"Os.26476.1.S1_at","Os03g0115400"
"Os.26476.1.S2_a_at","Os.26476.1.S2_a_at"
"Os.26476.1.S2_at","Os.26476.1.S2_at"
"Os.26476.2.S1_x_at","Os03g0115400"
"Os.26477.1.A1_x_at","EPlORYSAT000373851"
"Os.26477.1.S1_x_at","Os.26477.1.S1_x_at"
"Os.26478.1.S1_at","Os07g0435900"
"Os.26479.1.A1_a_at","Os01g0953600"
"Os.26479.2.S1_at","Os01g0953600"
"Os.26479.3.S1_at","Os.26479.3.S1_at"
"Os.26479.3.S1_x_at","Os01g0953600"
"Os.26480.1.A1_at","Os.26480.1.A1_at"
"Os.26480.1.A1_s_at","Os10g0400800"
"Os.26481.1.S1_at","Os07g0646000"
"Os.26482.1.S1_at","Os10g0551700"
"Os.26483.1.S1_at","Os04g0652700"
"Os.26484.1.S1_at","Os01g0875300"
"Os.26486.1.S1_at","Os09g0426800"
"Os.26488.1.S1_at","Os01g0218100"
"Os.26490.1.S1_at","Os10g0499600"
"Os.26490.2.S1_at","Os10g0499600"
"Os.26491.1.S1_at","Os02g0128200"
"Os.26492.1.S1_at","Os01g0672500"
"Os.26493.1.S1_a_at","Os04g0550500"
"Os.26494.1.S1_at","Os07g0670300"
"Os.26495.1.S1_at","Os05g0181000"
"Os.26497.1.S1_at","Os.26497.1.S1_at"
"Os.26498.1.A1_at","Os03g0645200"
"Os.26499.1.S1_at","Os03g0659233"
"Os.26501.1.S1_at","Os02g0827300"
"Os.26502.1.S1_a_at","Os04g0434800"
"Os.26507.1.S1_a_at","Os04g0693250"
"Os.26508.2.S1_a_at","Os07g0543000"
"Os.26509.1.S1_s_at","Os.26509.1.S1_s_at"
"Os.26509.1.S1_x_at","Os.26509.1.S1_x_at"
"Os.26510.1.S1_at","Os11g0588600"
"Os.26511.1.S1_at","Os04g0583200"
"Os.26512.1.S1_at","Os03g0797800"
"Os.26513.1.A1_at","Os.26513.1.A1_at"
"Os.26514.1.S1_x_at","Os03g0785100"
"Os.26516.1.S1_a_at","Os10g0431000"
"Os.26516.1.S2_s_at","Os10g0431000"
"Os.26517.1.S1_at","Os02g0671100"
"Os.26517.1.S2_at","Os.26517.1.S2_at"
"Os.26518.1.S1_at","Os.26518.1.S1_at"
"Os.26522.1.S1_at","Os.26522.1.S1_at"
"Os.2653.1.S1_at","Os10g0541000"
"Os.26531.1.S1_s_at","Os02g0164300"
"Os.26532.1.S1_a_at","Os01g0834500"
"Os.26532.1.S1_x_at","Os01g0834500"
"Os.26532.2.S1_x_at","Os01g0834500"
"Os.26533.1.S1_at","Os.26533.1.S1_at"
"Os.26535.1.S1_x_at","Os.26535.1.S1_x_at"
"Os.26536.1.S1_at","Os07g0506600"
"Os.26537.1.S1_a_at","Os01g0930800"
"Os.26537.1.S1_at","Os01g0930800"
"Os.26537.2.S1_x_at","Os01g0930800"
"Os.26538.1.S1_at","Os03g0336200"
"Os.26542.1.A1_at","Os.26542.1.A1_at"
"Os.26543.1.S1_at","Os03g0795300"
"Os.26545.1.A1_at","Os05g0495100"
"Os.26546.1.S1_at","Os11g0661400"
"Os.26547.1.S1_at","Os05g0143500"
"Os.26548.1.S1_at","Os04g0463400"
"Os.26549.1.S1_at","Os02g0792800"
"Os.26551.1.S1_at","Os02g0224300"
"Os.26552.1.S1_at","Os10g0539700"
"Os.26553.1.S1_s_at","Os02g0224100"
"Os.26556.1.S1_at","Os12g0617900"
"Os.26556.1.S2_at","Os12g0617900"
"Os.26557.1.A1_at","Os03g0769900"
"Os.26561.1.S1_at","Os05g0214100"
"Os.26561.1.S2_at","Os05g0214100"
"Os.26561.1.S2_x_at","Os05g0214100"
"Os.26562.1.S1_at","Os01g0100800"
"Os.26565.1.S1_a_at","Os11g0116000"
"Os.26565.3.S1_at","Os01g0200300"
"Os.26566.1.S1_at","Os02g0169300"
"Os.26567.1.S1_at","Os03g0620800"
"Os.26569.1.S1_at","Os04g0175600"
"Os.2657.1.S1_x_at","Os10g0541200"
"Os.26570.1.S1_s_at","Os01g0862200"
"Os.26571.1.S1_at","Os03g0120300"
"Os.26572.1.S1_at","Os02g0618200"
"Os.26574.1.S1_at","Os05g0389300"
"Os.26575.1.S1_at","Os.26575.1.S1_at"
"Os.26576.1.S1_at","Os03g0779000"
"Os.26576.2.S1_x_at","Os03g0779000"
"Os.26579.1.S1_at","Os04g0534000"
"Os.26580.1.A1_at","Os02g0722800"
"Os.26581.1.S1_at","Os02g0826100"
"Os.26583.1.A1_at","Os01g0761100"
"Os.26583.2.S1_x_at","Os01g0761100"
"Os.26585.1.A1_at","Os07g0641200"
"Os.26586.1.A1_at","Os12g0166500"
"Os.26587.1.A1_at","Os04g0191500"
"Os.26588.1.S1_x_at","Os.26588.1.S1_x_at"
"Os.26592.1.S1_s_at","Os.26592.1.S1_s_at"
"Os.26592.1.S2_at","Os06g0254700"
"Os.26592.2.A1_s_at","Os.26592.2.A1_s_at"
"Os.26592.2.A1_x_at","Os.26592.2.A1_x_at"
"Os.26592.3.S1_x_at","Os.26592.3.S1_x_at"
"Os.26594.1.A1_at","Os.26594.1.A1_at"
"Os.26594.1.S1_at","EPlORYSAT000373846"
"Os.26596.1.S1_s_at","Os.26596.1.S1_s_at"
"Os.26600.1.S1_at","Os.26600.1.S1_at"
"Os.26604.1.S1_x_at","Os.26604.1.S1_x_at"
"Os.26606.1.S1_at","Os09g0129400"
"Os.26610.1.S1_a_at","Os07g0615500"
"Os.26610.1.S1_at","Os07g0615500"
"Os.26610.1.S1_x_at","Os07g0615500"
"Os.26610.2.S1_s_at","Os07g0615500"
"Os.26611.1.S1_at","Os.26611.1.S1_at"
"Os.26612.1.S1_at","Os.26612.1.S1_at"
"Os.26614.1.S1_at","Os09g0116400"
"Os.26615.1.S1_at","Os.26615.1.S1_at"
"Os.26626.1.S1_at","Os05g0402900"
"Os.26628.1.S1_at","Os02g0200300"
"Os.26629.1.S1_a_at","Os11g0247000"
"Os.26637.1.S1_at","Os05g0383200"
"Os.26639.1.S1_at","Os.26639.1.S1_at"
"Os.26641.1.S1_at","Os02g0474700"
"Os.26642.1.S1_a_at","Os06g0611900"
"Os.26648.1.S1_at","Os10g0116900"
"Os.26654.1.S1_a_at","Os10g0100500"
"Os.26654.1.S1_at","Os10g0100500"
"Os.26654.2.S1_x_at","Os10g0100500"
"Os.26655.1.S1_at","Os03g0326200"
"Os.26655.2.S1_x_at","Os03g0326200"
"Os.26657.1.A1_at","Os01g0974300"
"Os.26657.1.A1_s_at","Os01g0974300"
"Os.26665.1.S1_x_at","Os05g0446600"
"Os.26668.1.S1_at","Os08g0535400"
"Os.26671.1.S1_at","Os11g0488600"
"Os.26674.1.S1_at","Os03g0810800"
"Os.26675.1.S1_at","Os.26675.1.S1_at"
"Os.26681.1.S1_at","Os.26681.1.S1_at"
"Os.26684.1.S1_at","Os02g0730300"
"Os.26685.1.A1_at","Os04g0347600"
"Os.26686.1.S1_a_at","Os02g0649700"
"Os.26687.1.S1_at","Os04g0486950"
"Os.26688.1.S1_s_at","Os.26688.1.S1_s_at"
"Os.26688.1.S2_s_at","Os.26688.1.S2_s_at"
"Os.26688.1.S3_s_at","Os.26688.1.S3_s_at"
"Os.26690.1.S1_a_at","Os05g0519900"
"Os.26690.1.S2_a_at","Os05g0519900"
"Os.26691.1.A1_at","Os01g0542000"
"Os.26692.1.S1_at","Os05g0423200"
"Os.26695.1.S1_at","Os03g0815100"
"Os.26696.1.S1_at","Os12g0405200"
"Os.26697.1.S1_at","Os03g0831300"
"Os.26697.2.S1_x_at","Os03g0831300"
"Os.26698.1.S1_a_at","Os01g0303800"
"Os.26698.2.S1_at","Os08g0546400"
"Os.26698.4.S1_s_at","Os01g0303800"
"Os.26698.4.S1_x_at","Os01g0303800"
"Os.26699.1.S1_a_at","Os09g0314300"
"Os.26700.1.S1_at","Os01g0730900"
"Os.26700.1.S1_x_at","Os01g0730900"
"Os.26700.2.S1_at","Os.26700.2.S1_at"
"Os.26701.1.S1_s_at","Os01g0242900"
"Os.26702.1.A1_s_at","Os06g0237502"
"Os.26703.1.S1_at","Os01g0653700"
"Os.26704.1.S1_a_at","Os07g0620300"
"Os.26704.3.S1_at","Os.26704.3.S1_at"
"Os.26705.1.S1_at","Os07g0573400"
"Os.26705.1.S2_at","Os07g0573400"
"Os.26706.1.S1_at","Os07g0680000"
"Os.26707.1.S1_at","Os05g0354300"
"Os.26708.1.S1_at","Os.26708.1.S1_at"
"Os.26709.1.S1_at","Os06g0323100"
"Os.26710.1.S1_at","Os01g0176400"
"Os.26711.1.S1_at","Os01g0588800"
"Os.26711.2.S1_s_at","Os01g0588800"
"Os.26711.2.S1_x_at","Os01g0588800"
"Os.26713.1.S1_at","Os06g0139700"
"Os.26714.1.S1_at","Os03g0758600"
"Os.26715.1.S1_at","Os06g0212900"
"Os.26716.1.S1_at","Os05g0415700"
"Os.26718.1.S1_at","Os02g0760400"
"Os.26719.1.S1_at","Os10g0370800"
"Os.26720.1.S1_at","Os05g0587300"
